,netflixid,title,image,synopsis,rating,type,released,runtime,largeimage,unogsdate,imdbid,download
230,81281554,Aapla Manus,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/1lcgfy_NA26l7dfd356LqCUdNPM/AAAABRAw-q4goXr2B_bk2dZFFt4wkHjd7nKi1stNyMajcmzY7rU3c1IBtobYFF5d5HaKVOAC2hlPq3Fd4Ty_ZvExnddWEsLLhsoSVGb-IgfTKTgUVGY.jpg?r=018,"When a man falls from his balcony, an investigator questions the victim&rsquo;s family, determined to uncover a darker truth behind the alleged accident.",7.5,movie,2018,2h12m,https://occ-0-1068-92.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSCYRbjMzmF2VPXNluxMErSNLBY3-Zqwk0do6_6gjUXp1y_0dvUVRYsH4pSFkDYn-oeao2KCDp58Vkbsxbn1egZuY7vD.jpg?r=b2d,2020-09-09,tt7867076,0
231,81324411,Disconnect,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWfc4AtPZvUzTRkOmptuhphl_odUszUl1xnqFDAnMrW53D99sIm759CjxR7ufUxH5QOKOLE0OBErxu2Tn1sOHN__Lg.jpg?r=625,A group of singletons stumbles through the wild dating scene in Nairobi as two friends wonder if their relationship is more than platonic.,7.5,movie,2018,1h47m,https://occ-0-1068-92.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdKJPUazZbmYSk6CCCHcwNb47fDXm-U1o0oQKBooPz-czgyPUqaOkyanzDWj9_9b6x7spK1hcVSgPaY-U7QtirwdqiNr.jpg?r=952,2020-10-15,tt1433811,0
232,81043755,The Trial of the Chicago 7,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcdnW6ld0KwcS4pAaIAWAPHgxlivaf7WPEiJswQTZlFMV6WPV-MCPyOJlpKrWMvQOaHeZpn4tvz-FBRUYe4sldQxP7mwRPW4fgCpbgsG_pYK5vvgUaq7eRuflKU.jpg?r=6c8,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,7.5,movie,2020,2h10m,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSw-LrK9khGkejRNYuht79ZX1hm8cDACCMAz5KFqtiX2S_6sgFL4WtgN62NGP7y-gYQnA8odRffir-6pcYrNBLiiP_IW.jpg?r=02d,2020-10-16,tt1070874,0
233,81019033,Grizzlies,https://occ-0-37-33.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTM6spozZID1KiwOsqQudg3Ci0VS1BYOOWWCy5h2di-0SrurAadakTz30l_y61mFnquWHUQxU2-2SDKO08oYqtqfHg.jpg?r=5bb,A group of disaffected students form an unlikely bond through the game of lacrosse when a new teacher introduces the sport to their remote Arctic town.,7.5,movie,2018,1h46m,https://occ-0-92-90.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUv1-pjCEpSQZI705LTAy6-XEzLYeEuCeoGD6Qztk_n8uJDz6HgsYX08em36ettmaY5QljeEWC62OcfFHCKHcWowQ5oE.jpg?r=5bb,2020-12-16,tt6365796,0
234,81643825,Pressure Cooker,https://occ-0-293-999.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABUkGQklBkaCeQ2AGeEvck9N6r_HitbsR3LIsvnkRtqmRcO8XtQ2OZkzJZ7nza14kMQ4IUDho-8OccYfsu7tz2onrtB1sVREb5w.jpg?r=46f,"An idealistic young man works hard to engineer his own future amid pressure from his father, who dreams of his son&#39;s success in the U.S.",7.5,movie,2020,2h3m,https://occ-0-489-1009.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABdLoMypBSdRl-C6pP10Vi7T4l6nQXXIqSNLYseHrQSPAbZCfaG54HU14xM3rsQtgJqj6kY8detuExpXDW-iBNyoW6TMqpG0kh13z.jpg?r=46f,2022-12-28,tt1185833,0
235,81679590,One Piece Episode of Skypiea,https://occ-0-3870-32.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABRQZ46KqYVUMRb10TVZEfm6arU4HpDwEgUBrfSUh1LVRvS992btN-9HcRHbTtbzlZHQSktpbUi19ck-UADk_E0gLuCl89eK_pg.jpg?r=5f7,A mysterious map inspires Luffy to find a way to an island among the clouds. But the Straw Hats&#39; arrival puts them in conflict with a fearsome enemy!,7.5,movie,2018,1h44m,https://occ-0-34-32.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABTj0W7tOzB9nSZkKPla76zwqkxtcMVR0931_jhhDTgKlq_7_0QT57Z8IPcCCz6prv_8QGWH3wMWBLsLK9LWQ9uHtfU9lxf3K8dSg.jpg?r=5f7,2023-09-01,tt11744496,0
236,80175334,The Ghazi Attack,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABZ2tkJxzPyWjw7qCYW35nuoK5pj00WRgvk23la2D0LA07rN16sWQtlceAFquRJoWchAx9ZekwH-qC7-jlIZjxAyV3e-poLp5MOQaYDUe8Uv63bLCPYYYfOIahk5peWp0xhUtc8HQiKYQ8k_dV7jtAGVf75loJUrmSpFIW-dNg3jY_qmDc2SWpM53y9o01gY6gUaWNUhw64t4YDJ769A3OJBtpxVxGs3boiiy_d6M-Ka03gJJbBUk3aHuqw4gZ2ggxzx3nkC5YS4bJJ-vuk1nehIS6Dk.jpg?r=f67,An underwater reconnaissance operation turns risky as a defiant Indian navy captain and his upstanding officer clash on how to approach the mission.,7.5,movie,2017,2h2m,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABeRRy7J_-unX2U-6BKIZyDAKpvljzDZ1w1YIprLk5Z3Pc9iLPMYRjNBm9yG3I2ctqH7yvJCVugacIlun3NljwnD7ZRCAjJ-ryEb_hBEHWL_1PQBKE4o0wIsTJSG9nbUxa3RJhzMH8yhbkDLiKD-r6BONcGqp7DJvW6B6uPoYKjayBOOROwRMFRHxuS3AXQlIIUvKaODowcSKeGj2wcTwUKaoIB7brA7pRJbmfAgIj8-c5QllBm3GVq0PSdqCulcjS06p95SWwRJzD25W0zT3Y5uE_lyKpg.jpg?r=f67,2024-04-01,tt6299040,0
237,80011852,The Other One: The Long Strange Trip of Bob Weir,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeYWZ-10SpeS1xyY45uDuE18RzvRLuC4ttZuTEjv-9yLKoKEPb8BSuHJT8WavqwOqUYI4kn-0Lch2sKaqrL4BnEOL4s2B5NhDzsczkyUHAx0API4FvLQJxLFoBY.jpg?r=cfd,This chronicle of Bob Weir highlights his brotherhood with Jerry Garcia and his success as a member of one of the world&#39;s most influential bands.,7.4,movie,2015,1h23m,https://occ-0-2101-185.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABf6Om3NbpB0qWV4O42qSvESKo22KTZJL_8-p3mzkNT66kwtPB3CCmpXNB6QSdOkjlUJBcap2dFOOzRIoIIINVlyctlu4zSkehzyr-KMPH4fd4U6gRkdIC800SRF9ug.jpg?r=cfd,2015-04-14,tt3692768,1
238,70154110,Even the Rain,https://occ-0-2219-2218.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdDTWIJ-_arpKKSnxL4Tm87vxo3qMNktzQajIYCTsa93xNhRXhEOpEptZbPT6RHHieZcfuFV3pfMyNXcPnyLbnIfuA.jpg?r=d35,"While making a film about the incursion of Christopher Columbus in the New World, a director finds the Bolivian locals protesting modern exploitation.",7.4,movie,2010,1h42m,https://occ-0-1068-92.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUqnoIFjQxZReaGAfNpyZ2rrrGKOUxquVEDQ4oYQejztd3ffoG7c_GrTS6idrRJ2P1wt-PifMB-3nOBhtCfs4_1DoKz7.jpg?r=d35,2015-04-14,tt1422032,0
239,70290567,The Short Game,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXxvlp3diQwp7pLzNj-PiTLiMv7Kz-Sba-BElRYGLYbeCcrOpYuMnXnSublbCBzsInezU_9DGxHFqk0MmDcf9NtdRGIMCTwTPK5J-rIIQ_uV0OOiBikG4FZ638Q.jpg?r=b39,"They are fiercely competitive athletes, determined to become champions on one of the world&#39;s toughest golf courses. And they&#39;re still in grade school.",7.4,movie,2013,1h39m,https://occ-0-2101-185.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABS2vzxGKBURo0RXYWkYMk1obyMAwEvsnb2R0d4ADo6bD4LX-T_QXDV7JYpD0onbipP-78jXBxGGlhebJIHxhTLg4Bg6csKZUIT_yC9JfuXGKVaZI0h1W9n3kJMgO_g.jpg?r=b39,2015-04-14,tt2466830,1
240,70021655,Wallace and Gromit: The Curse of the Were-Rabbit,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZC_VXl_ox5J-0C8_f1gfGiZKE3v-geSqjBsLdKkQr8kUPBGp9Lv29DVf9FMI9TwEXIYbEy9G8Icha7z_5F07j-mbg.jpg?r=dab,"Working as experts in pest removal, Wallace and Gromit stumble upon a voracious monster that threatens to ruin the annual veggie-growing contest.",7.4,movie,2005,1h24m,https://occ-0-56-55.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcmhnGvAGBlXjijhohMWbKErdFjPbn5IYpgJH5O7HZxplNAtL6UALUWNyPbRJAfyHEBwdjY0dAnS5keo-eRLIot9J7Of.jpg?r=dab,2015-04-14,tt0910971,0
241,70170060,Take Shelter,https://occ-0-753-1007.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABXFqWmQ_uMZirZH85-WfCcCOl1bC0g8CVf5I8gxCCSR_NdyO4VWeSq5vZ0UlCtfbgRhJX3uExxrmXTmzNpCgZt5eZQ.jpg?r=5b2,"A family man, determined to protect his wife and deaf daughter from impending disaster, builds an impenetrable storm shelter in his backyard.",7.4,movie,2011,2h1m,http://cdn1.nflximg.net/images/8572/11738572.jpg,2015-04-14,tt1675192,1
242,70206816,Adam: His Song Continues,https://occ-0-2219-2218.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcuvkTfBsB5iGvOnpGQO9jg0fYX2Y9Ktt6kWsLXm4_tvzvcbbxYYlfPWR36TMAtZQCVLn9pgOZfq4tKUYT8S2PJCcg.jpg?r=ae1,"After their child was abducted and murdered, John and Reve Walsh fought to raise national awareness of the problem of missing children.",7.4,movie,1986,1h35m,https://occ-0-1068-92.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQzaxf2DmnFb3FTHvjnyGo1GHN0OVrItadqmvBwBsyDCaynKxzQtoN58Fw-UXIc_ZL3y85aNNPukJmiVn6CXCJ8f8m9o.jpg?r=ae1,2015-04-14,tt0090589,1
243,70206824,Triumph of the Heart,https://occ-0-2219-2218.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcAAjhJJyLfRiyxuSTIKUui1dLk_TJghwuU-2-KN8lCXQQE_Y6DR1oc6gex8xGxN8hlZgT8qA7oAlAyVxtC_IV9J-w.jpg?r=fd7,"This drama tells the tale of Ricky Bell, a pro running back with the Tampa Bay Buccaneers who died of a muscle disease in the prime of his career.",7.4,movie,1991,1h32m,https://occ-0-1068-92.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRNAp_i39ERowSJIsQHO8CPgby-yq-LeZVevXCrx1d5uh81d3p-0yl7Y2bdJ_Pz9GOoVzahycsICkd4jFPfvQNwiBa8R.jpg?r=fd7,2015-04-14,tt0103123,1
244,70206820,The Ryan White Story,https://occ-0-2219-2218.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUaThDb_aaiiIOXJJqzTFT5EGVSwYv3z99uq28fC4TamQiBVlvo_NJKSteCKjwdKxGKLO_q7vIx2VXplbc1PSrjoZQ.jpg?r=1ab,"After contracting HIV from a tainted blood treatment, teenaged hemophiliac Ryan White is forced to fight for his right to attend public school.",7.4,movie,1989,1h34m,https://occ-0-1068-92.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXAI0KQ-HFFm1CB30n5ZQjKq8idveOIuebXOWwN0SBivwagNA9IV1cWn3Kk0BGbvdRnc8U2XBiq0cdTU5kvKXriH_0zn.jpg?r=1ab,2015-04-14,tt0098237,1
245,60036750,Kabhi Khushi Kabhie Gham,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABT_iD5elhBfrznUXPAlCVcriB-gHyviVWfQ_nyRn3SkqhcMChcIRjl9c41lZrEF6S0DZrHJ8WHuo-CouutRM6AyPOQ.jpg?r=aab,"Businessman Yash and his wife, Nandini, love their sons, but Yash disowns his adopted son, Rahul, after he marries a woman of lower social standing.",7.4,movie,2001,3h29m,https://occ-0-37-33.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXZgXqybOVSYjm1hU74-CB4BgkPhM9ELbwCFIYmEMG2dsuXvwmFlAD5KiY58vaf3ILihxusCmOKNGMHx_bXwUpaFwLxl.jpg?r=aab,2015-08-26,tt0248126,1
246,70128549,Trailer Park Boys: Countdown to Liquor Day,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdNuh-y9I9f27huXBzK6HBDgnuLpEXpS0oVFv5wsWlcte3f3z2_M8D2uWpBokJWDv4OkJmeGUFbgmljEP4plYmHLPg.jpg?r=c9e,"After their latest jail stint, boozy pals Julian, Bubbles and Ricky plan to go legit but learn trailer park manager Jim aims to demolish their homes.",7.4,movie,2009,1h42m,https://occ-0-1068-92.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfGxsk1rx-L50uPwL3CyP-5aERvMKVAyVZFTZ2Xw6eIMbrfhZTGJ6Yc1Oj5Ai3gtb2lyKKI4NDH55xnwk8xtCNnRNlfy.jpg?r=c9e,2015-09-30,tt1337032,1
247,60020904,Big Eden,http://occ-0-2218-2219.1.nflxso.net/art/90528/2db77ff89038e244471ce8a2e01cda6d71890528.jpg,Henry Hart returns to Big Eden and winds up confronting his unrequited passion for his high school best friend and his feelings about being gay.,7.4,movie,2000,1h58m,http://cdn1.nflximg.net/images/0667/22890667.jpg,2015-11-10,tt0212815,1
248,80038447,Southpaw,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRbIhpNTsVRrPapr2UiCFGR7O_xjUorq_bZ2OxGhym24vZ8pqhHEzEYiJW84dz8shmHt7eBhwCcPCCAeRyanOFSsAg.jpg?r=2b5,"When tragedy strikes, former boxing star Billy &#39;The Great&#39; Hope is forced to start over. But does he still have what it takes to be a champion?",7.4,movie,2015,2h3m,https://occ-0-784-1490.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVLzghlKPaXpBiaagmkLtzTNvvwLLNQaiv2HxvpwZN6nCkaFeJ4F1vuaeh9Skv6UAPX7EI3KgnTKDfU4HVNo46InHQ3l.jpg?r=afd,2015-12-16,tt1798684,0
249,70001564,Yuva,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYOD7cCwxFKlK69S9rWDKoQN7qN4-X6xPdFntpvbk77Sf-qxtWhjXIDvcuBfEFsGIB_hPhyHj0ncOCLnrAyZe84few.jpg?r=08f,"An accident on a bridge ties together three young men from different social classes, sparking a course of events that will forever alter their lives.",7.4,movie,2004,2h40m,https://occ-0-1068-92.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYCWzYKr1NyxW_Sp8fWZEmDZ5P1ZadvmHgBsxYwgpN2-GejwI0d6VlAX7Ne6WqbVFZ_r8qgASZThiBI2vW-VZhVC-NiK.jpg?r=08f,2016-01-25,tt0382383,1
250,80115031,Divines,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSNyTk7CUPkGuHeDrGEMNOmrIhVyVYXOCS-_BR2st8nY5mITC9cayvFf97WIxAGuLb5rhiqnkhY7ojRpUDpZ0WzXpYvlI8rTZyEQK5rvl-QYqexioZ40VZrsDtI.jpg?r=fee,A shrewd teenager and her wisecracking best friend plan to get rich or die trying by following in the footsteps of a flashy female drug dealer.,7.4,movie,2016,1h47m,https://occ-0-2101-185.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYYolWjIxjyrU3bS-Z7CdRXEfQJtZh93A0ydIsCxK-yVlibMkcFAqiSf-wzqqcxmByxf7svONtjKpG6vaYRrKmDBKixbQkbxmpLEr-ZVr7m1DMYPn8XV0Cu_tgplZw.jpg?r=fee,2016-11-18,tt4730986,1
251,60024179,Mobile Suit Gundam: Char&#39;s Counterattack,http://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTMhhn6VJhnLaGlLtAVKDFpYxz5Gqzg67GmehCDj5qeCvf0jKeT5x4pUzDdutjqK84u3Fr0p_0Ke_6_rZlcXGRA6ig.jpg?r=f23,"Thirteen years have passed since the events of the original Mobile Suit Gundam series, and now peace is again threatened by a new Neo Zeon army. Armed with the Nu Gundam mobile suit, Amuro Ray and the Federation forces engage in one final b...",7.4,movie,1988,1h59m,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUUDE4-lifwQnf8rgoIF0YocSzPOTSJcmap1NPlSC_GHGxq-OHMWRUXhYKVyVohBPHhcs3bRDy-Nt4Br0GoHXykaZiaH.jpg?r=f23,2016-12-01,tt0095262,1
252,80114666,Get Me Roger Stone,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVOj76XWMm4vPTkrWCXrhZu5goWLRC6QgnO0-cICAFufFNj90iRs9h2ieuloic2rIFDGr6n2UrfxOItoJcfWinincdGvjlHgGafj7HXJSZmrXDYVobZ6EJ3IIoY.jpg?r=aaf,"Examine the rise, fall and rebirth of political operative Roger Stone, who&#39;s been an influential member of Team Trump for decades.",7.4,movie,2017,1h41m,https://occ-0-2101-185.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfaIzbCArTpvq-clAQinOQ9TFFAiMR1fCuXPxeU3IjqKHT7yCs2lc9ZNqs9w5DlY6Q4--6duXIQZrBFZQKRmNGeOqBSTuu7I8P-8c98O3XYJWqdPvf40X0SjQ12fQA.jpg?r=aaf,2017-05-12,tt6714534,0
253,80158156,Stand by Me Doraemon,https://occ-0-1168-299.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABe1P3nRlIlTMh8f1OYlQ95lLVc1kYGXA9XDu-H2goQtwdRZ5Ed6dWjHAVNxRE1wj_K9uBLCL12cJCxQ-DeazP4Pryw.jpg?r=0a5,"Fourth-grader Nobita Nobi tries to improve his present life so that his loyal cat robot, Doraemon, can return to his home in the future.",7.4,movie,2014,1h34m,,2017-06-01,tt3331846,0
254,80174177,What the Health,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUvvCOfAAyvJeKJxm15Z3CNVibiL5PbvPSndtdAt0ImHoVr64J8V74XQSqRv6Fukga-8va0IM6eAeEmiwwy1W91a0w.jpg?r=cab,"Through interviews with farmers, doctors and other experts, this film highlights the health dangers of the profit-fueled, modern industrialized diet.",7.4,movie,2017,1h32m,https://occ-0-2101-185.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVjuiRP5ASUTJQ2DV-uDjUfEXvjvVhDGw5mxDqDm2RcmLtkTjiXptBVDUcYZbdJ73tk7GmsouiwE2A_6h4xzUf1BDyFm.jpg?r=a59,2017-06-15,tt5541848,0
255,80187020,"El Patron, Radiografia de un crimen",https://occ-0-3377-185.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABQC27ofsu91n1AvF1ztpP19G4W_ehyCEUeCrQSMA9-QdUtikDmiADLNEHOeYYUNoNAw_swr_x964396ACV_U5vSRfV2PZAE.jpg?r=21b,A lawyer defends an illiterate man whose exploitation by a cruel boss while working as a butcher in Buenos Aires led to tragedy. Based on a true case.,7.4,movie,2014,1h39m,https://occ-0-114-116.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdZoKlRnpPLHgA81CZwevMCbVKgcWizlsWzZgEmbZ1Nu7cDSp6glkyQocbOv3FF404XuohEEDu8919GZOLApR__U1ub2.jpg?r=21b,2017-07-01,tt3854234,0
256,80117619,Patriots Day,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWpYVD1_hLiflbLICmyNkKrwnChoFEzZdBwa8799n1URH7c21aAuAghlR3yV1ixrbNulfOC_nZQCHtisn8ovabHt7w.jpg?r=245,A tough cop on punishment duty at the Boston Marathon helps track down those responsible for the bombing that stunned the nation.,7.4,movie,2016,2h13m,https://occ-0-38-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRBK5Dci4XVlHAtibJWA_xfj7FFKL7V9Wbq4mJGcYsmRtfe0oTzcUhlyd0uVLX_TjSThq2ZCXdVzxBN-zOClgITPB3fT.jpg?r=347,2017-10-01,tt4572514,0
257,80117454,Joan Didion: The Center Will Not Hold,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABerdS9zF0Q_Nz5DG-Y4KXiFcw6jYkcJrzd2EeZ6EhQODexNn1zIN7RgQ-YH2X5Xq1q5QCffZXqATCAUvVBgfmiE_h7OeS22dfEeqY2flP7gwriKWvLYobeZNts0.jpg?r=63a,"Literary icon Joan Didion reflects on her remarkable career and personal struggles in this intimate documentary directed by her nephew, Griffin Dunne.",7.4,movie,2017,1h38m,https://occ-0-2101-185.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXU6Pe6hf4YAMPC_N6UZdRTrHojbBdftF7kY3BKoecHCL8gjTJWJ_iGlPRwjCaMwDgEewHFWVWDpVn6LsoalGqfQ9FpiQ6bb66ES2RhJvk0zCy6KyVL8GB-qba-hoQ.jpg?r=522,2017-10-27,tt7253506,0
258,80223050,Forgotten,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZyNcHiqGT98nP6fjz6xg7qCZOJjW_RjuwHKbkhbnxANtgJP1LBKWUAG_7c0m8akSujki2vDQcOGo4da3ktgEwGw4ziq-hsdSc9-Y5-AcSZKj9csWwD1z0THW_0.jpg?r=834,"When his abducted brother returns seemingly a different man with no memory of the past 19 days, Jin-seok chases after the truth behind the kidnapping.",7.4,movie,2017,1h48m,https://occ-0-2218-2219.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWzmqZZ4AjtZ4zLCyDxw0g2iuRJ3isWvtGhKaDs8ibEhWpuhXcurBl8B_Hsl5IRd3uH8XDz6k05mhxtvqeKtjknLvTK_msGZywgk0NaOr6dPchRLkVzBlhTpgBV4tw.jpg?r=1be,2018-02-21,tt7057496,0
259,81018141,Da Kath and Kim Code,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXwloQYpTT3ccR7LvZ-GmQ0raTvmQJqeNg7Eq4zxRdc2VoMT0ghsaaWge1IyHMI21Nfa3J0F3L_Bi9KVxmjB8d_RIw.jpg?r=4c7,"Kath and Kel&#39;s union is tested by Michael Bubl&eacute;, daughter Kim tries pole dancing, pal Sharon finds love online, and a stalker lurks amid Yuletide cheer.",7.4,movie,2005,1h21m,https://occ-0-1091-1167.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSko0wqiAT39oQNK-WO2DUJ90xULey4aSVgjQvRodWyEZeTvDxqZSx6-DWBvEtRZudGLTAT_MdnvtX93olG_pGTHvVYJ.jpg?r=4c7,2018-07-28,tt0484275,0
260,70139072,Chillar Party,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABT2lBCKNSChafj9O-XU5Ni4_PTR8_pGhvbeMkYDf5mtj0hOJsTycGffZlb_1C24buUYhzTD99XsOyRytosJsbfyh5w.jpg?r=1f8,"Eight feisty boys befriend young drifter Fatka. When a mean politician threatens Fatka&#39;s way of life, the boys band together in honor of their pal.",7.4,movie,2011,2h6m,https://occ-0-2218-2219.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfNSSMVM3lmElS7lxu2yBgx2C8qUUnTK8rOLiDuPo8mhylfzgjeP74v0N8iVHNWcv0En1Y5ZCFMcr7r9Po_vyVrbtgF0.jpg?r=1f8,2018-08-02,tt1841542,0
261,80223371,The Guernsey Literary and Potato Peel Pie Society,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABchBjaCnOZcfINrT4W8JqTrxQPWfUziw-jfNPBdgGFWg_zUoJvGobam0PLK0lU-GsZKRG6G9n8GbGQEUqkfPLMQjWHncem-G3lOcJgjxmZsZYYEqqWHaL8UBmnc.jpg?r=926,A London writer bonds with the colorful residents of Guernsey as she learns about the book club they formed during the WWII German occupation.,7.4,movie,2018,2h3m,https://occ-0-1068-92.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQzH4c1hEmGeW1aTgReVlTJ893U2gbNaukS4uofYH3XUBUj-Jl7qqap3uQzvqeyQnwPQAdzoJDebKW6RLjpoGaicaKLS8kD99GheeOjCX0WYd1WLBQtnGy6lbzZlFA.jpg?r=926,2018-08-10,tt1289403,0
